hour,bus001,bus002,bus003,bus004,bus006,bus007,bus011,bus012,bus013,bus014,bus015,bus016,bus017,bus018,bus019,bus020,bus021,bus022,bus023,bus027,bus028,bus029,bus031,bus032,bus033,bus034,bus035,bus036,bus039,bus040,bus041,bus042,bus043,bus044,bus045,bus046,bus047,bus048,bus049,bus050,bus051,bus052,bus053,bus054,bus055,bus056,bus057,bus058,bus059,bus060,bus062,bus066,bus067,bus070,bus074,bus075,bus076,bus077,bus078,bus079,bus080,bus082,bus083,bus084,bus085,bus086,bus088,bus090,bus092,bus093,bus094,bus095,bus096,bus097,bus098,bus100,bus101,bus102,bus103,bus104,bus105,bus106,bus107,bus108,bus109,bus110,bus112,bus114,bus115,bus117,bus118
8707,335.5043,131.5618,256.5549,197.3737,342.0731,124.993,460.4974,309.1672,223.6489,92.0871,592.0592,164.4678,70.6197,394.6855,296.0296,118.4242,92.0871,65.8119,46.0435,407.885,111.8554,157.899,282.892,388.1167,94.3602,242.0058,135.3579,127.1661,104.3295,76.4574,142.9701,142.9701,24.498,21.776,72.1331,38.108,46.274,27.22,118.4071,23.137,23.137,24.498,31.303,153.7932,85.7431,114.3241,16.332,16.332,376.9974,106.1581,104.7971,53.0791,38.108,144.0585,148.4239,102.5871,92.5481,83.0211,96.6311,53.0791,176.9302,181.9273,67.3805,37.0593,80.8566,70.7495,161.7132,262.7839,280.1381,51.7178,129.2945,181.0123,163.773,26.1159,59.196,159.4632,94.816,21.5491,99.1258,163.773,133.6043,185.3221,119.0697,8.6196,34.4785,168.0828,107.7454,23.706,65.1983,59.2788,57.4549
8708,322.1076,126.3085,246.3106,189.4926,328.4141,120.0021,442.1096,296.8221,214.7186,88.41,568.4182,157.9006,67.7998,378.9256,284.2091,113.6955,88.41,63.184,44.205,391.5981,107.389,151.594,271.5961,372.6191,90.5924,232.3425,129.953,122.0883,100.1636,73.4044,137.2613,137.2613,23.671,21.0409,69.6978,36.8215,44.7118,26.3011,114.4096,22.3559,22.3559,23.671,30.2462,148.601,82.8483,110.4645,15.7806,15.7806,364.2697,102.5741,101.2591,51.2871,36.8215,139.195,143.4131,99.1237,89.4236,80.2182,93.3688,51.2871,170.9569,175.7854,65.1057,35.8081,78.1268,68.361,156.2537,253.9122,256.2863,47.3144,118.286,165.6004,149.8289,23.8923,54.1558,145.886,86.743,19.7143,90.6859,149.8289,122.2288,169.5432,108.9317,7.8857,31.5429,153.7718,98.5716,21.6876,59.6471,54.2316,52.563
8709,302.535,118.6335,231.3437,177.9782,308.4582,112.7102,415.2452,278.7859,201.6713,83.0379,533.8787,148.3058,63.68,355.9005,266.9393,106.7869,83.0379,59.3447,41.5189,367.8029,100.8636,142.3825,255.0927,349.9772,85.0876,218.2244,122.0565,114.6697,94.0772,68.9441,128.9207,128.9207,22.1019,19.6462,65.078,34.3808,41.7481,24.5577,106.8261,20.8741,20.8741,22.1019,28.2414,138.7511,77.3568,103.1424,14.7346,14.7346,340.1244,95.7751,94.5472,47.8875,34.3808,129.9686,133.907,92.5534,83.4962,74.901,87.1799,47.8875,159.6252,164.1336,60.7902,33.4346,72.9483,63.8297,145.8965,237.0818,230.2729,42.5119,106.2798,148.7917,134.6211,21.4672,48.6589,131.0784,77.9385,17.7133,81.4812,134.6211,109.8225,152.3344,97.875,7.0853,28.3413,138.1637,88.5665,19.4862,53.5929,48.7271,47.2278
8710,277.809,108.9377,212.4361,163.4322,283.2482,103.4985,381.3075,256.0009,185.1889,76.2512,490.2451,136.1849,58.4755,326.813,245.1226,98.0593,76.2512,54.4945,38.1256,337.7427,92.6201,130.7457,234.2442,321.3738,78.1335,200.389,112.0809,105.2978,86.3884,63.3093,118.3841,118.3841,19.4435,17.2831,57.2504,30.2455,36.7267,21.6039,93.977,18.3633,18.3633,19.4435,24.8445,122.0621,68.0523,90.7364,12.9623,12.9623,299.2142,84.2553,83.1751,42.1276,30.2455,114.336,117.8007,81.4211,73.4533,65.8919,76.6939,42.1276,140.4255,144.3916,53.4784,29.4131,64.174,56.1523,128.3481,208.5656,207.5849,38.3234,95.8084,134.1318,121.3573,19.3521,43.8648,118.1637,70.2595,15.9681,73.4531,121.3573,99.002,137.3254,88.2318,6.3872,25.5489,124.551,79.8404,17.5663,48.3126,43.9262,42.5746
8711,257.106,100.8194,196.6049,151.2528,262.1398,95.7855,352.8915,236.9231,171.3882,70.5688,453.7109,126.0361,54.1178,302.4581,226.8554,90.7517,70.5688,50.4334,35.2844,312.5733,85.7178,121.0022,216.7877,297.4242,72.3108,185.4556,103.7284,97.4508,79.9505,58.5913,109.5618,109.5618,17.3542,15.426,51.0986,26.9955,32.7802,19.2825,83.8788,16.3901,16.3901,17.3542,22.1748,108.946,60.7398,80.9864,11.5695,11.5695,267.0623,75.2016,74.2375,37.6008,26.9955,102.05,105.1425,72.672,65.5604,58.8115,68.4528,37.6008,125.3361,128.876,47.7319,26.2525,57.2782,50.1185,114.5565,186.1543,195.7391,36.1364,90.3411,126.4776,114.4321,18.2478,41.3616,111.4207,66.2502,15.0569,69.2615,114.4321,93.3525,129.489,83.1968,6.0227,24.091,117.4435,75.2843,16.5639,45.5556,41.4195,40.1451
8712,208.8798,81.9083,159.7271,122.8818,212.9694,77.8187,286.6985,192.4827,139.2403,57.332,368.6068,102.3951,43.9667,245.725,184.3034,73.7291,57.332,40.9735,28.666,253.9429,69.6394,98.3054,176.1241,241.6354,58.7472,150.669,84.2717,79.1716,64.9539,47.6012,89.0109,89.0109,12.4938,11.1056,36.7872,19.4347,23.5993,13.882,60.3865,11.7997,11.7997,12.4938,15.9643,78.4331,43.7282,58.3042,8.3292,8.3292,192.2652,54.1397,53.4456,27.0698,19.4347,73.4685,75.6948,52.3185,47.1987,42.34,49.281,27.0698,90.2328,92.7813,34.3634,18.8999,41.2361,36.0816,82.4722,134.0174,177.8953,32.8422,82.1055,114.9477,104.0003,16.5843,37.591,101.2635,60.2107,13.6843,62.9476,104.0003,84.8424,117.6846,75.6125,5.4737,21.8948,106.7372,68.4213,15.0539,41.4027,37.6437,36.4854
8713,212.0651,83.1574,162.1628,124.7557,216.2171,79.0054,291.0705,195.4179,141.3637,58.2063,374.2279,103.9565,44.6372,249.4722,187.1139,74.8534,58.2063,41.5983,29.1031,257.8154,70.7014,99.8045,178.81,245.3202,59.6431,152.9667,85.5568,80.3789,65.9444,48.3271,90.3683,90.3683,13.0162,11.57,38.3255,20.2474,24.5862,14.4624,62.9116,12.2931,12.2931,13.0162,16.6318,81.7128,45.5567,60.7423,8.6775,8.6775,200.3049,56.4035,55.6804,28.2018,20.2474,76.5406,78.8601,54.5062,49.1723,44.1105,51.3417,28.2018,94.0059,96.661,35.8004,19.6902,42.9604,37.5904,85.9209,139.6214,177.3475,32.7411,81.8527,114.5937,103.68,16.5332,37.4753,100.9516,60.0253,13.6421,62.7537,103.68,84.5811,117.3222,75.3796,5.4568,21.8274,106.4085,68.2106,15.0076,41.2752,37.5277,36.3731
8714,225.4974,88.4246,172.4343,132.6578,229.9124,84.0097,309.5071,207.7958,150.3177,61.8931,397.9317,110.5412,47.4645,265.2739,198.9659,79.5947,61.8931,44.2332,30.9465,274.1455,75.1797,106.1262,190.1359,260.8589,63.4209,162.6557,90.976,85.4702,70.1214,51.3881,96.0923,96.0923,15.0709,13.3963,44.3754,23.4436,28.4672,16.7454,72.8426,14.2336,14.2336,15.0709,19.2572,94.6116,52.7481,70.3308,10.0473,10.0473,231.9241,65.3071,64.4699,32.6536,23.4436,88.623,91.3086,63.1103,56.9344,51.0735,59.4462,32.6536,108.8452,111.9194,41.4516,22.7984,49.742,43.5242,99.4839,161.6614,182.406,33.675,84.1874,117.8624,106.6374,17.0048,38.5442,103.8311,61.7374,14.0312,64.5437,106.6374,86.9937,120.6686,77.5297,5.6125,22.45,109.4436,70.1562,15.4356,42.4525,38.5982,37.4106
8715,254.1513,99.6607,194.3455,149.5146,259.1273,94.6848,348.8361,234.2004,169.4186,69.7578,448.4968,124.5877,53.4958,298.9822,224.2484,89.7087,69.7578,49.8538,34.8789,308.9812,84.7327,119.6117,214.2964,294.0062,71.4798,183.3243,102.5363,96.3309,79.0317,57.918,108.3027,108.3027,18.9136,16.8121,55.6901,29.4212,35.7257,21.0151,91.4159,17.8629,17.8629,18.9136,24.1674,118.7355,66.1977,88.2636,12.6091,12.6091,291.0597,81.959,80.9083,40.9795,29.4212,111.22,114.5903,79.2021,71.4515,64.0962,74.6037,40.9795,136.5984,140.4565,52.0209,28.6115,62.4251,54.622,124.8502,202.8816,200.7861,37.0682,92.6705,129.7387,117.3826,18.7183,42.4281,114.2936,67.9584,15.4451,71.0474,117.3826,95.7595,132.8277,85.342,6.178,24.7121,120.4716,77.2254,16.991,46.7302,42.4875,41.1802
8716,298.2926,116.9699,228.0996,175.4824,304.1328,111.1297,409.4222,274.8765,198.8433,81.8734,526.3922,146.2262,62.787,350.9097,263.1961,105.2894,81.8734,58.5125,40.9367,362.6453,99.4492,140.3859,251.5156,345.0695,83.8945,215.1642,120.3449,113.0617,92.758,67.9773,127.1128,127.1128,21.727,19.3129,63.9738,33.7975,41.0398,24.1411,105.0136,20.5199,20.5199,21.727,27.7622,136.397,76.0444,101.3925,14.4846,14.4846,334.3538,94.1502,92.9431,47.0751,33.7975,127.7635,131.6352,90.9831,82.0796,73.6303,85.7008,47.0751,156.9169,161.3489,59.7588,32.8674,71.7106,62.7468,143.4212,233.0595,229.274,42.3275,105.8188,148.1463,134.0371,21.3741,48.4479,130.5098,77.6004,17.6365,81.1277,134.0371,109.346,151.6736,97.4504,7.0546,28.2183,137.5644,88.1823,19.4017,53.3604,48.5157,47.0229
8717,319.0233,125.0991,243.9521,187.6781,325.2694,118.853,437.8763,293.9799,212.6626,87.5635,562.9754,156.3886,67.1506,375.2973,281.4877,112.6069,87.5635,62.579,43.7817,387.8485,106.3607,150.1425,268.9955,369.0512,89.725,230.1177,128.7087,120.9193,99.2045,72.7016,135.9469,135.9469,21.1027,18.758,62.1358,32.8265,39.8607,23.4475,101.9965,19.9303,19.9303,21.1027,26.9646,132.4782,73.8595,98.4794,14.0685,14.0685,324.7474,91.4451,90.2727,45.7226,32.8265,124.0927,127.8531,88.3691,79.7214,71.5148,83.2385,45.7226,152.4085,156.7131,58.0419,31.923,69.6503,60.944,139.3005,226.3634,249.5718,46.0748,115.187,161.2618,145.9035,23.2663,52.737,142.0639,84.4704,19.1978,88.31,145.9035,119.0265,165.1013,106.0778,7.6791,30.7165,149.743,95.9891,21.1194,58.0844,52.8108,51.1859
8718,318.2376,124.791,243.3512,187.2159,324.4683,118.5603,436.7978,293.2559,212.1388,87.3478,561.5888,156.0034,66.9852,374.373,280.7944,112.3295,87.3478,62.4249,43.6739,386.8932,106.0988,149.7727,268.3329,368.1422,89.504,229.551,128.3917,120.6215,98.9602,72.5225,135.6121,135.6121,20.6493,18.355,60.8008,32.1212,39.0043,22.9437,99.8051,19.5021,19.5021,20.6493,26.3853,129.6319,72.2726,96.3635,13.7662,13.7662,317.7702,89.4804,88.3332,44.7402,32.1212,121.4266,125.1062,86.4705,78.0086,69.9783,81.4501,44.7402,149.134,153.3461,56.7949,31.2372,68.1538,59.6346,136.3077,221.5,253.6667,46.8308,117.0769,163.9077,148.2975,23.6481,53.6023,144.3949,85.8564,19.5128,89.759,148.2975,120.9795,167.8103,107.8183,7.8051,31.2205,152.2,97.5641,21.4659,59.0375,53.6773,52.0258
8719,323.3461,126.7942,247.2577,190.2212,329.6769,120.4635,443.8096,297.9634,215.5442,88.75,570.6038,158.5077,68.0605,380.3826,285.3019,114.1327,88.75,63.427,44.375,393.1039,107.8019,152.1769,272.6404,374.0519,90.9408,233.2359,130.4527,122.5578,100.5488,73.6867,137.789,137.789,20.799,18.488,61.2414,32.354,39.2869,23.11,100.5283,19.6435,19.6435,20.799,26.5765,130.5713,72.7964,97.0619,13.866,13.866,320.073,90.1289,88.9734,45.0644,32.354,122.3065,126.0128,87.0971,78.5739,70.4854,82.0404,45.0644,150.2148,154.4574,57.2064,31.4635,68.6477,60.0668,137.2955,223.1051,254.5327,46.9906,117.4766,164.4673,148.8037,23.7288,53.7853,144.8878,86.1495,19.5794,90.0654,148.8037,121.3925,168.3832,108.1864,7.8318,31.3271,152.7196,97.8972,21.5392,59.239,53.8606,52.2034
8720,324.2811,127.1608,247.9726,190.7712,330.6302,120.8118,445.0929,298.825,216.1675,89.0066,572.2538,158.966,68.2573,381.4826,286.1269,114.4627,89.0066,63.6104,44.5033,394.2406,108.1137,152.617,273.4288,375.1335,91.2037,233.9103,130.8299,122.9121,100.8395,73.8997,138.1875,138.1875,20.4845,18.2084,60.3154,31.8648,38.6929,22.7605,99.0083,19.3465,19.3465,20.4845,26.1746,128.597,71.6957,95.5943,13.6563,13.6563,315.2335,88.7661,87.6281,44.3831,31.8648,120.4573,124.1075,85.7802,77.3858,69.4196,80.7999,44.3831,147.9435,152.122,56.3415,30.9878,67.6098,59.1586,135.2195,219.7318,256.6773,47.3866,118.4664,165.853,150.0575,23.9287,54.2385,146.1086,86.8754,19.7444,90.8243,150.0575,122.4153,169.8019,109.0979,7.8978,31.591,154.0064,98.722,21.7206,59.7381,54.3144,52.6432
8721,329.0773,129.0416,251.6402,193.5927,335.5202,122.5986,451.6759,303.2447,219.3646,90.323,580.7174,161.3172,69.2669,387.1247,290.3587,116.1556,90.323,64.5512,45.1615,400.0714,109.7127,154.8742,277.4728,380.6817,92.5526,237.3698,132.7649,124.73,102.3309,74.9927,140.2313,140.2313,19.9496,17.733,58.7406,31.0328,37.6827,22.1663,96.4233,18.8413,18.8413,19.9496,25.4912,125.2395,69.8238,93.0984,13.2998,13.2998,307.0029,86.4485,85.3402,43.2242,31.0328,117.3122,120.8671,83.5405,75.3653,67.6071,78.6903,43.2242,144.0808,148.1502,54.8704,30.1787,65.8445,57.614,131.689,213.9947,252.8068,46.672,116.68,163.3521,147.7947,23.5679,53.4206,143.9054,85.5654,19.4467,89.4547,147.7947,120.5694,167.2414,107.4528,7.7787,31.1147,151.6841,97.2334,21.3931,58.8373,53.4954,51.8494
8722,329.0271,129.0219,251.6018,193.5632,335.469,122.5799,451.607,303.1984,219.3311,90.3092,580.6289,161.2925,69.2563,387.0656,290.3144,116.1379,90.3092,64.5413,45.1546,400.0104,109.6959,154.8506,277.4305,380.6237,92.5385,237.3336,132.7447,124.711,102.3153,74.9813,140.2099,140.2099,19.6584,17.4741,57.883,30.5797,37.1325,21.8426,95.0154,18.5662,18.5662,19.6584,25.119,123.4108,68.8043,91.739,13.1056,13.1056,302.5203,85.1862,84.0941,42.5931,30.5797,115.5993,119.1023,82.3207,74.2649,66.62,77.5413,42.5931,141.9771,145.987,54.0693,29.7381,64.8831,56.7727,129.7662,210.8701,249.7902,46.1151,115.2878,161.4029,146.0312,23.2867,52.7831,142.1883,84.5444,19.2146,88.3873,146.0312,119.1307,165.2458,106.1707,7.6859,30.7434,149.8741,96.0732,21.1378,58.1353,52.857,51.2307
8723,332.9419,130.557,254.5954,195.8662,339.4605,124.0384,456.9802,306.8059,221.9407,91.3837,587.5372,163.2116,70.0803,391.671,293.7686,117.5197,91.3837,65.3093,45.6919,404.7697,111.0011,156.693,280.7313,385.1523,93.6396,240.1574,134.3241,126.1948,103.5327,75.8734,141.8781,141.8781,19.646,17.4631,57.8465,30.5604,37.1091,21.8289,94.9556,18.5546,18.5546,19.646,25.1032,123.3332,68.761,91.6813,13.0973,13.0973,302.33,85.1326,84.0412,42.5663,30.5604,115.5266,119.0274,82.2689,74.2182,66.5781,77.4925,42.5663,141.8877,145.8952,54.0353,29.7194,64.8423,56.737,129.6846,210.7375,249.5687,46.0742,115.1855,161.2598,145.9017,23.266,52.7363,142.0622,84.4694,19.1976,88.3089,145.9017,119.0251,165.0993,106.0765,7.679,30.7161,149.7412,95.9879,21.1191,58.0837,52.8102,51.1853
8724,334.7183,131.2536,255.9538,196.9113,341.2717,124.7002,459.4185,308.4429,223.1249,91.8713,590.6721,164.0825,70.4542,393.7608,295.3361,118.1468,91.8713,65.6577,45.9357,406.9294,111.5934,157.529,282.2292,387.2074,94.1392,241.4388,135.0408,126.8681,104.0851,76.2783,142.6351,142.6351,19.4598,17.2976,57.2982,30.2707,36.7573,21.622,94.0555,18.3787,18.3787,19.4598,24.8653,122.1641,68.1092,90.8122,12.9732,12.9732,299.4642,84.3257,83.2446,42.1628,30.2707,114.4315,117.8991,81.4891,73.5147,65.947,76.758,42.1628,140.5428,144.5122,53.523,29.4377,64.2277,56.1992,128.4553,208.7399,253.2136,46.7471,116.8678,163.615,148.0326,23.6058,53.5065,144.137,85.7031,19.478,89.5987,148.0326,120.7634,167.5106,107.6257,7.7912,31.1647,151.9282,97.3899,21.4275,58.932,53.5815,51.9328
8725,336.1383,131.8104,257.0396,197.7467,342.7195,125.2292,461.3675,309.7514,224.0715,92.2611,593.1779,164.7785,70.7531,395.4313,296.589,118.648,92.2611,65.9363,46.1305,408.6558,112.0668,158.1973,283.4265,388.8501,94.5386,242.4631,135.6137,127.4064,104.5267,76.6019,143.2402,143.2402,19.228,17.0916,56.6159,29.9103,36.3196,21.3645,92.9355,18.1598,18.1598,19.228,24.5691,120.7093,67.2981,89.7308,12.8187,12.8187,295.898,83.3215,82.2532,41.6607,29.9103,113.0688,116.4951,80.5187,72.6392,65.1617,75.8439,41.6607,138.8691,142.7913,52.8857,29.0871,63.4628,55.5299,126.9256,206.2541,249.8871,46.133,115.3325,161.4655,146.0879,23.2957,52.8036,142.2434,84.5772,19.2221,88.4216,146.0879,119.1769,165.31,106.2119,7.6888,30.7553,149.9323,96.1104,21.146,58.1578,52.8776,51.2506
8726,346.0192,135.685,264.5954,203.5595,352.7938,128.9104,474.9295,318.8566,230.6581,94.9731,610.6145,169.6222,72.8329,407.0551,305.3073,122.1357,94.9731,67.8745,47.4866,420.6683,115.361,162.8476,291.7579,400.2804,97.3175,249.5904,139.6,131.1515,107.5992,78.8536,147.4508,147.4508,19.7632,17.5673,58.1918,30.7428,37.3306,21.9592,95.5223,18.6653,18.6653,19.7632,25.253,124.0692,69.1713,92.2285,13.1755,13.1755,304.1343,85.6407,84.5428,42.8204,30.7428,116.216,119.7378,82.7599,74.6611,66.9754,77.955,42.8204,142.7345,146.7659,54.3577,29.8967,65.2293,57.0756,130.4586,211.9952,258.5038,47.7238,119.3094,167.0332,151.1253,24.099,54.6244,147.1483,87.4936,19.8849,91.4706,151.1253,123.2864,171.0102,109.8743,7.954,31.8158,155.1023,99.4245,21.8752,60.1632,54.7009,53.0178
8727,373.0147,146.2708,285.2384,219.4407,380.3179,138.9676,511.9823,343.733,248.6535,102.3827,658.2531,182.8557,78.5152,438.8124,329.1265,131.6644,102.3827,73.1699,51.1913,453.4878,124.3612,175.5525,314.5201,431.5092,104.91,269.0628,150.4913,141.3836,115.9939,85.0055,158.9545,158.9545,22.6107,20.0984,66.576,35.1722,42.7091,25.123,109.2851,21.3546,21.3546,22.6107,28.8915,141.945,79.1375,105.5166,15.0738,15.0738,347.9536,97.9797,96.7236,48.9899,35.1722,132.9603,136.9894,94.6839,85.4182,76.6252,89.1867,48.9899,163.2995,167.9117,62.1895,34.2042,74.6274,65.299,149.2549,242.5392,284.7946,52.5774,131.4436,184.0211,166.4953,26.55,60.1799,162.1138,96.392,21.9073,100.7735,166.4953,135.8251,188.4026,121.0489,8.7629,35.0516,170.8767,109.5364,24.1,66.2821,60.2642,58.4099
8728,371.2892,145.5942,283.919,218.4256,378.5586,138.3248,509.614,342.1429,247.5033,101.9091,655.2082,182.0099,78.152,436.7826,327.6041,131.0553,101.9091,72.8314,50.9545,451.39,123.7859,174.7405,313.0652,429.5132,104.4247,267.8181,149.7951,140.7296,115.4573,84.6123,158.2192,158.2192,21.8805,19.4494,64.426,34.0364,41.3299,24.3117,105.7559,20.665,20.665,21.8805,27.9585,137.3612,76.5819,102.1092,14.587,14.587,336.7172,94.8157,93.6001,47.4078,34.0364,128.6666,132.5656,91.6262,82.6598,74.1507,86.3066,47.4078,158.0261,162.4894,60.1812,33.0997,72.2175,63.1903,144.435,234.7069,282.2172,52.1016,130.2541,182.3558,164.9885,26.3097,59.6353,160.6467,95.5197,21.709,99.8615,164.9885,134.5959,186.6976,119.9534,8.6836,34.7344,169.3303,108.5451,23.8819,65.6822,59.7188,57.8813
8729,349.1305,136.905,266.9745,205.3898,355.966,130.0695,479.1999,321.7237,232.7321,95.8271,616.105,171.1474,73.4878,410.7152,308.0525,123.2339,95.8271,68.4848,47.9135,424.4508,116.3983,164.3119,294.3813,403.8796,98.1926,251.8346,140.8553,132.3308,108.5667,79.5626,148.7766,148.7766,19.894,17.6835,58.5767,30.9462,37.5775,22.1044,96.1542,18.7888,18.7888,19.894,25.4201,124.89,69.6289,92.8386,13.2626,13.2626,306.1462,86.2072,85.102,43.1036,30.9462,116.9848,120.5298,83.3074,75.155,67.4185,78.4707,43.1036,143.6787,147.7367,54.7173,30.0945,65.6608,57.4532,131.3215,213.3975,273.4838,50.4893,126.2233,176.7126,159.8829,25.4955,57.7898,155.6754,92.5638,21.0372,96.7712,159.8829,130.4308,180.9201,116.2414,8.4149,33.6595,164.0903,105.1861,23.1429,63.6496,57.8708,56.0901
8730,324.8013,127.3648,248.3704,191.0772,331.1605,121.0056,445.8069,299.3044,216.5142,89.1494,573.1717,159.221,68.3668,382.0945,286.5859,114.6463,89.1494,63.7124,44.5747,394.873,108.2871,152.8618,273.8674,375.7352,91.35,234.2855,131.0398,123.1093,101.0013,74.0183,138.4091,138.4091,18.4308,16.383,54.2686,28.6702,34.8138,20.4787,89.0823,17.4069,17.4069,18.4308,23.5505,115.7047,64.5079,86.0105,12.2872,12.2872,283.63,79.8669,78.843,39.9335,28.6702,108.3809,111.6652,77.1803,69.6276,62.46,72.6994,39.9335,133.1115,136.8711,50.693,27.8811,60.8316,53.2277,121.6632,197.7027,269.4887,49.7518,124.3794,174.1312,157.5472,25.1231,56.9456,153.4013,91.2116,20.7299,95.3576,157.5472,128.5254,178.2772,114.5433,8.292,33.1678,161.6932,103.6495,22.8048,62.7198,57.0254,55.2708
8731,296.8975,116.4229,227.0328,174.6617,302.7104,110.61,407.5075,273.591,197.9134,81.4905,523.9304,145.5423,62.4934,349.2686,261.9652,104.797,81.4905,58.2389,40.7453,360.9493,98.9841,139.7294,250.3393,343.4557,83.5021,214.158,119.7821,112.533,92.3242,67.6594,126.5184,126.5184,16.283,14.4738,47.9444,25.3291,30.7568,18.0922,78.7012,15.3784,15.3784,16.283,20.8061,102.2211,56.9905,75.9874,10.8553,10.8553,250.5774,70.5597,69.6551,35.2798,25.3291,95.7508,98.6524,68.1862,61.5136,55.1813,64.2274,35.2798,117.5995,120.9209,44.7855,24.632,53.7426,47.0248,107.4853,174.6636,251.9639,46.5164,116.291,162.8075,147.302,23.4893,53.2425,143.4256,85.2801,19.3818,89.1565,147.302,120.1674,166.6838,107.0946,7.7527,31.0109,151.1784,96.9092,21.3218,58.6412,53.317,51.6765
8732,262.5235,102.9437,200.7475,154.4398,267.6634,97.8038,360.3273,241.9153,174.9995,72.0558,463.271,128.6918,55.2581,308.8312,231.6355,92.6639,72.0558,51.4961,36.0279,319.1595,87.524,123.5519,221.3557,303.6912,73.8345,189.3633,105.914,99.5042,81.6351,59.8259,111.8704,111.8704,14.0065,12.4502,41.2413,21.7879,26.4567,15.5628,67.698,13.2283,13.2283,14.0065,17.8972,87.9295,49.0227,65.3636,9.3376,9.3376,215.5441,60.6947,59.9166,30.3474,21.7879,82.3639,84.8598,58.6531,52.9134,47.4664,55.2478,30.3474,101.1579,104.015,38.5241,21.1882,46.2289,40.4503,92.4577,150.2438,229.0606,42.2881,105.7203,148.0084,133.9124,21.3542,48.4028,130.3883,77.5282,17.62,81.0522,133.9124,109.2443,151.5324,97.3598,7.048,28.1921,137.4364,88.1002,19.3837,53.3107,48.4705,46.9792
8733,235.1668,92.2163,179.8283,138.3462,239.7711,87.612,322.7788,216.7062,156.7634,64.5471,414.9951,115.2812,49.4998,276.6489,207.4975,83.0077,64.5471,46.1299,32.2735,285.901,78.4034,110.6769,198.2889,272.0446,66.1404,169.6304,94.8771,89.1352,73.1282,53.5917,100.2127,100.2127,12.5885,11.1897,37.066,19.5821,23.7782,13.9872,60.8442,11.8891,11.8891,12.5885,16.0853,79.0276,44.0596,58.7462,8.3923,8.3923,193.7225,54.55,53.8507,27.275,19.5821,74.0254,76.2686,52.7151,47.5564,42.6609,49.6545,27.275,90.9167,93.4845,34.6239,19.0431,41.5487,36.3551,83.0974,135.0332,207.8745,38.3768,95.9421,134.3189,121.5266,19.3791,43.9259,118.3285,70.3575,15.9903,73.5556,121.5266,99.1401,137.517,88.3548,6.3961,25.5845,124.7247,79.9517,17.5908,48.38,43.9874,42.634
8734,222.7651,87.3532,170.3449,131.0504,227.1265,82.9917,305.7568,205.278,148.4963,61.1431,393.11,109.2018,46.8894,262.0596,196.555,78.6302,61.1431,43.6972,30.5716,270.8237,74.2687,104.8403,187.832,257.6981,62.6524,160.6848,89.8737,84.4346,69.2717,50.7655,94.9279,94.9279,12.1923,10.8376,35.8996,18.9658,23.0299,13.547,58.9295,11.515,11.515,12.1923,15.5791,76.5407,42.6731,56.8975,8.1282,8.1282,187.6262,52.8334,52.156,26.4167,18.9658,71.6959,73.8685,51.0562,46.0599,41.3184,48.0919,26.4167,88.0556,90.5427,33.5343,18.4439,40.2412,35.211,80.4824,130.7838,193.1431,35.6572,89.143,124.8001,112.9144,18.0058,40.813,109.943,65.3715,14.8572,68.3429,112.9144,92.1144,127.7716,82.0934,5.9429,23.7715,115.8858,74.2858,16.3442,44.9514,40.8702,39.6127
8735,219.068,85.9035,167.5179,128.8755,223.3571,81.6144,300.6824,201.8712,146.0319,60.1284,386.5859,107.3895,46.1112,257.7104,193.2929,77.3253,60.1284,42.972,30.0642,266.3291,73.0362,103.1004,184.7147,253.4213,61.6127,158.018,88.3821,83.0333,68.1221,49.923,93.3525,93.3525,12.3304,10.9604,36.3063,19.1807,23.2908,13.7005,59.5971,11.6454,11.6454,12.3304,15.7556,77.4078,43.1565,57.5421,8.2203,8.2203,189.7518,53.4319,52.7469,26.716,19.1807,72.5081,74.7053,51.6346,46.5817,41.7865,48.6367,26.716,89.0532,91.5684,33.9142,18.6528,40.6971,35.6099,81.3941,132.2654,184.4464,34.0516,85.1291,119.1808,107.8302,17.195,38.9754,104.9926,62.428,14.1882,65.2657,107.8302,87.9668,122.0184,78.397,5.6753,22.7011,110.6679,70.9409,15.6083,42.9274,39.0299,37.829
8736,235.5805,92.3785,180.1446,138.5895,240.1928,87.7661,323.3466,217.0873,157.0391,64.6606,415.7251,115.484,49.5869,277.1356,207.8625,83.1537,64.6606,46.211,32.3303,286.4039,78.5413,110.8716,198.6377,272.5231,66.2568,169.9288,95.044,89.292,73.2569,53.6859,100.389,100.389,15.4035,13.692,45.3548,23.961,29.0955,17.115,74.4503,14.5478,14.5478,15.4035,19.6823,96.6998,53.9123,71.883,10.269,10.269,237.0428,66.7485,65.8928,33.3743,23.961,90.579,93.3238,64.5032,58.191,52.2008,60.7583,33.3743,111.2475,114.3896,42.3665,23.3016,50.8398,44.4848,101.6796,165.2294,210.7455,38.9069,97.2672,136.174,123.2051,19.6467,44.5326,119.9628,71.3292,16.2112,74.5715,123.2051,100.5094,139.4163,89.5751,6.4845,25.9379,126.4473,81.056,17.8338,49.0481,44.595,43.2228
